"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Mexico","United Kingdom","Amended by protocol","2009","2011","In Force","0.45","0.25","0.47","0.63","0.53","6","YES","NO","YES","YES","NO","YES","YES","NO","YES","NO","0","","0","15","5","10","10","10","0","YES","YES","YES","NO","YES","NO","YES","NA"
"United Kingdom","Uzbekistan","Amended by protocol","2018","2018","In Force","0.19","0.22","0.06","0.29","0.13","12","NO","NO","YES","YES","NO","NO","NO","NO","","NO","5","10","10","5","5","5","5","5","0","YES","NO","YES","NO","NO","YES","YES","PPT"
"Sierra Leone","United Kingdom","Amended by protocol","1968","1968","In Force","0.25","0","0.5","0.25","","","","NO","NO","NO","YES","NO","NO","NO","NO","NO","0","","0","","","0","0","0","0","","","YES","","","NO","NO","NA"
"Solomon Islands","United Kingdom","Pre-independence","1974","null","In Force","0.25","0","0.5","0.25","","","","NO","NO","NO","YES","NO","NO","NO","NO","NO","0","","0","","","0","0","0","0","","","YES","","","NO","NO","NA"
"Albania","United Kingdom","Amended by MLI","2019","2021","In Force","0.12","0.13","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","6","0","0","0","0","0","YES","NO","NO","NO","NO","YES","YES","PPT"
"Georgia","United Kingdom","Amended by MLI","2017","2019","In Force","0.06","0","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Uruguay","Vietnam","Original","2013","2017","In Force","0.69","0.47","0.97","0.63","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","NO","YES","5","70","10","10","10","10","10","10","10","NO","YES","YES","NO","YES","NO","NO","NA"
"Mexico","Uruguay","Original","2009","2011","In Force","0.55","0.31","0.72","0.63","0.65","6","YES","6","NO","NO","NO","YES","NO","YES","YES","NO","5","","5","10","10","10","10","10","0","YES","YES","NO","NO","YES","NO","YES","NA"
"Ecuador","Uruguay","Original","2011","2012","In Force","0.62","0.51","0.84","0.5","0.65","6","YES","6","NO","NO","YES","YES","NO","YES","NO","NO","10","25","15","15","15","15","15","10","0","NO","YES","YES","NO","YES","NO","YES","LOB"
"Paraguay","Uruguay","Original","2017","2020","In Force","0.74","0.75","0.84","0.63","0.76","6","YES","6","NO","NO","NO","YES","YES","YES","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","LOB-PPT"
"Uzbekistan","Vietnam","Original","1996","1997","In Force","0.8","0.69","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","10","10","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"United States","Uzbekistan","Pre-independence","1973","1976","In Force","0.09","0.13","0.14","0","","","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","","","","0","NO LIMIT","0","0","0","0","","","NO","","","NO","NO","NA"
"Cyprus","Uzbekistan","Pre-independence","1982","1983","In Force","0.15","0","0.44","0","0.21","12","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","","","NO","","NO","NO","NO","NA"
"Moldova","Uzbekistan","Original","1995","1996","In Force","0.34","0.44","0.22","0.38","0.29","6","NO","NO","YES","YES","NO","YES","NO","YES","YES","NO","5","10","15","10","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Turkmenistan","Uzbekistan","Original","1996","1997","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Georgia","Uzbekistan","Original","1996","1998","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greece","Uzbekistan","Original","1997","2000","In Force","0.42","0.33","0.56","0.38","0.41","12","NO","12","NO","NO","NO","YES","NO","NO","YES","NO","8","","8","10","10","8","8","8","0","NO","YES","YES","NO","NO","NO","NO","NA"
"Latvia","Uzbekistan","Original","1998","1999","In Force","0.24","0.38","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Lithuania","Uzbekistan","Original","2002","2003","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Estonia","Uzbekistan","Original","2012","2014","In Force","0.24","0.28","0.2","0.25","0.21","9","NO","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","5","5","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Tajikistan","Uzbekistan","Original","2018","2019","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cyprus","Tajikistan","Pre-independence","1982","1983","In Force","0.15","0","0.44","0","0.21","12","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","","","NO","","NO","NO","NO","NA"
"Cyprus","Turkmenistan","Pre-independence","1982","1983","In Force","0.1","0","0.31","0","0.13","12","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","NO","NO","NO","","NO","NO","NO","NA"
"Cyprus","Syria","Original","1992","1996","In Force","0.19","0.39","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","25","15","10","10","15","10","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Cyprus","Moldova","Original","2008","2009","In Force","0.27","0.22","0.33","0.25","0.26","9","YES","3","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","5","5","5","5","5","0","YES","NO","NO","NO","YES","NO","NO","NA"
"Armenia","Cyprus","Original","2011","2012","In Force","0.26","0.19","0.45","0.13","0.26","9","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Cyprus","Georgia","Amended by MLI","2017","2020","In Force","0.07","0","0.2","0","0.09","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","NO","NO","NO","NO","NO","NO","NO","PPT"
"Albania","Greece","Original","1995","2001","In Force","0.34","0.19","0.58","0.25","0.38","9","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","5","","5","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Georgia","Greece","Original","1999","2003","In Force","0.2","0.26","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","8","","8","8","8","5","5","5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Armenia","Greece","Original","1999","2003","In Force","0.3","0.31","0.33","0.25","0.26","9","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","","10","10","10","5","5","5","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Greece","Moldova","Original","2004","2006","In Force","0.27","0.35","0.2","0.25","0.21","9","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","8","8","8","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Greece","Mexico","Original","2004","2006","In Force","0.41","0.38","0.34","0.5","0.41","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","","10","10","10","10","10","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Mexico","Peru","Original","2011","2015","In Force","0.63","0.53","0.84","0.5","0.65","6","YES","6","NO","NO","NO","YES","YES","NO","NO","NO","10","25","15","15","15","15","15","15","0","YES","YES","YES","NO","YES","NO","NO","PARTIAL"
"Chile","Peru","Amended by protocol","2002","2004","In Force","0.46","0.53","0.47","0.38","0.41","6","YES","6","YES","YES","NO","YES","NO","NO","NO","NO","10","25","15","15","15","15","15","15","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Tanzania","Zambia","Original","1968","1964","In Force","0.28","0.5","0.34","0","0.23","6","YES","NO","YES","YES","YES","NO","NO","NO","NO","NO","0","","0","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","","","NO","","","NO","NO","NA"
"Trinidad and Tobago","United States","Original","1970","1970","In Force","0.35","0.5","0.29","0.25","0.27","6","NO","NO","","","YES","NO","NO","NO","NO","NO","10","10","25","15","15","15","0","15","0","","","YES","","","NO","NO","NA"
"Trinidad and Tobago","Venezuela","Original","1996","1998","In Force","0.54","0.53","0.59","0.5","0.6","6","NO","NO","NO","NO","YES","NO","YES","NO","YES","NO","5","25","10","15","15","10","10","10","10","","","YES","NO","YES","NO","NO","NA"
"Algeria","Mauritania","Original","2011","2017","In Force","0.43","0.44","0.48","0.38","0.41","3","YES","1","YES","YES","NO","NO","YES","NO","YES","NO","10","","10","10","10","15","15","15","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Armenia","United States","Pre-independence","1973","1976","In Force","0.09","0.13","0.14","0","","","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","","","","0","NO LIMIT","0","0","0","0","","","NO","","","NO","NO","NA"
"Armenia","Turkmenistan","Original","1997","2000","In Force","0.6","0.38","0.94","0.5","0.65","12","YES","12","NO","NO","YES","YES","YES","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Armenia","Georgia","Original","1997","2001","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Armenia","Lithuania","Original","2000","2002","In Force","0.24","0.38","0.06","0.29","0.13","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Armenia","Latvia","Original","2000","2002","In Force","0.28","0.38","0.2","0.25","0.21","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Armenia","Estonia","Original","2001","2004","In Force","0.28","0.38","0.2","0.25","0.21","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Armenia","Moldova","Original","2002","2006","In Force","0.31","0.38","0.19","0.38","0.24","12","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Armenia","Syria","Original","2005","2007","In Force","0.41","0.4","0.72","0.13","0.41","6","YES","6","NO","NO","NO","YES","NO","NO","NO","NO","10","","10","10","10","12","12","12","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Georgia","United States","Pre-independence","1973","1976","In Force","0.09","0.13","0.14","0","","","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","","","","0","NO LIMIT","0","0","0","0","","","NO","","","NO","NO","NA"
"Georgia","Turkmenistan","Original","1997","2001","In Force","0.61","0.38","0.97","0.5","0.71","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Georgia","Moldova","Original","2017","2019","In Force","0.18","0.19","0.22","0.13","0.18","6","NO","3","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","YES","NA"
"Estonia","Georgia","Amended by MLI","2018","2021","In Force","0.11","0","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Georgia","Liechtenstein","Amended by MLI","2017","2020","In Force","0.07","0","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","YES","NO","NO","NO","NO","YES","NO","PPT"
"Georgia","Latvia","Amended by MLI","2017","2020","In Force","0.16","0.16","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","10","5","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Georgia","Lithuania","Amended by MLI","2017","2019","In Force","0.23","0.38","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Moldova","United States","Pre-independence","1973","1976","In Force","0.09","0.13","0.14","0","","","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","","","","0","NO LIMIT","0","0","0","0","","","NO","","","NO","NO","NA"
"Lithuania","Moldova","Original","1998","1999","In Force","0.24","0.38","0.06","0.29","0.13","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Estonia","Moldova","Original","1998","1999","In Force","0.25","0.38","0.09","0.29","0.19","6","NO","NO","YES","YES","NO","NO","NO","NO","YES","","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Latvia","Moldova","Original","1998","1999","In Force","0.24","0.38","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Tajikistan","Original","2002","2005","In Force","0.41","0.28","0.7","0.25","0.44","9","YES","3","NO","NO","NO","YES","NO","NO","YES","NO","5","25","10","5","5","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Albania","Moldova","Original","2002","2004","In Force","0.58","0.28","0.95","0.5","0.68","9","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","5","25","10","5","5","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Montenegro","Pre-independence","2005","2007","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Moldova","Turkmenistan","Original","2013","2014","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tajikistan","United States","Pre-independence","1973","1976","In Force","0.09","0.13","0.14","0","","","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","","","","0","NO LIMIT","0","0","0","0","","","NO","","","NO","NO","NA"
"Tajikistan","Turkmenistan","Original","2007","2009","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latvia","Tajikistan","Original","2009","2010","In Force","0.17","0.21","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","75","10","7","0","10","10","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Turkmenistan","United States","Pre-independence","1973","1976","In Force","0.09","0.13","0.14","0","","","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","","","","0","NO LIMIT","0","0","0","0","","","NO","","","NO","NO","NA"
"Estonia","Turkmenistan","Original","2011","2014","In Force","0.27","0.38","0.31","0.13","0.18","12","NO","6","YES","YES","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Latvia","Turkmenistan","Original","2012","2013","In Force","0.31","0.34","0.2","0.38","0.26","9","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Lithuania","Turkmenistan","Original","2013","2015","In Force","0.3","0.34","0.44","0.13","0.24","12","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","5","25","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"United States","Venezuela","Original","1999","2000","In Force","0.35","0.32","0.34","0.38","0.35","6","NO","6","YES","YES","NO","NO","YES","NO","YES","NO","5","10","15","10","4.95","10","10","5","0","NO","NO","YES","NO","YES","NO","NO","LOB"
"Mexico","United States","Amended by protocol","2002","2003","In Force","0.44","0.34","0.34","0.63","0.47","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","5","10","10","15","4.95","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","LOB"
"Argentina","Bolivia","Original","1976","1980","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Argentina","Chile","Original","2015","2010","In Force","0.65","0.6","0.84","0.5","0.71","6","YES","6","NO","NO","NO","YES","YES","NO","NO","NO","10","25","15","15","12","10","15","10","10","YES","YES","YES","NO","YES","NO","YES","LOB-PPT"
"Argentina","Mexico","Original","2015","2018","In Force","0.68","0.58","0.97","0.5","0.76","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","10","25","15","12","12","10","15","10","10","YES","YES","YES","NO","YES","NO","NO","LOB-PPT"
"Albania","Kosovo","Original","2014","2016","In Force","0.2","0.25","0.22","0.13","0.18","6","NO","3","YES","YES","NO","NO","NO","NO","NO","NO","","","","10","10","10","10","10","0","YES","NO","NO","NO","NO","YES","YES","NA"
"Algeria","Syria","Original","1997","2002","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ecuador","Mexico","Original","1992","2001","In Force","0.52","0.34","0.47","0.75","0.59","6","YES","NO","YES","YES","NO","YES","YES","YES","YES","NO","5","","5","15","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Chile","Ecuador","Original","1999","2004","In Force","0.48","0.48","0.59","0.38","0.47","6","YES","6","YES","NO","NO","YES","NO","NO","NO","NO","5","25","15","15","15","15","15","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"North Korea","Montenegro","Pre-independence","2000","2002","In Force","0.18","0.38","0.03","0.13","0.06","18","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Albania","Montenegro","Pre-independence","2004","2006","In Force","0.57","0.5","0.83","0.38","0.62","9","YES","9","NO","NO","YES","NO","YES","NO","YES","NO","5","25","15","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Chile","Mexico","Original","1998","2000","In Force","0.52","0.47","0.47","0.63","0.53","6","YES","6","YES","YES","NO","YES","NO","NO","YES","NO","5","20","10","15","15","15","15","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
